pmid,species_name,species_id,gene_name,gene_id,title,abstract,mesh
39624039,Aeromonas dhakensis,196024,,,A case report of severe pneumonia caused by ,,
39624064,dogs,9615,,,Expectation of antibiotics amongst owners of dogs and/or cats during non-routine visits to veterinary clinics in Singapore: a cross-sectional study.,The present study aimed to assess the factors associated with pet owners' expectations for receiving antibiotics for their pet dogs and/or cats and the factors associated with pets (dogs and/or cats) receiving antibiotics during non-routine veterinary clinic consultations in Singapore.,
39624190,Staphylococcus aureus,1280,,,On-farm epidemiology and phylogenetic evaluation of methicillin and beta-lactam-resistant ,,
39624253,P. aeruginosa,287,,,"Profile of bacterial resistance in emergency wards, non-intensive care unit areas, and intensive care units in Mexican hospitals with the antimicrobial stewardship program.","Bacterial infections are important causes of death. Some reports have shown that the COVID-19 pandemic may have had an impact on drug resistance. The objective of this work was to compare the resistance profiles between 2019 and 2020 in the emergency department, non-intensive care units (ICU), and ICU areas in Mexican hospitals.",
39624255,Biomphalaria,6525,,,Molluscicidal Activity of Extracts and Fractions From ,,
39624274,Bacillus amyloliquefaciens,1390,amylase,100534494,Nano-,The present investigation proposed an innovative trial at the probable beneficial effects of nano-,
39624279,Bipolaris sorokiniana,45130,,,"Survey, isolation and characterisation of ",Wheat spot blotch has emerged as a disease of significant concern in recent years. The pathogen ,
39624284,cyanobacteria,1117,,,Review of recent advances in improvement strategies for biofuels production from cyanobacteria.,"Cyanobacteria, a group of photosynthetic bacteria capable of converting sunlight and carbon dioxide into organic compounds, are being explored as a potential source for the production of biofuels. They have the ability to produce various types of biofuels, such as ethanol, hydrogen, and biodiesel. This study is a systematic review of scientific articles published between 2011 and 2022, focusing on the optimization of cyanobacteria cultivation for biofuel production. The results indicated that the most favorable temperature for the cultivation of cyanobacteria is around 30-40 °C. In addition, there is a relationship between temperature, light, and nutrients to increase the production of lipids of interest for biofuel production. With the advancement of technological tools, researchers can genetically manipulate these bacteria to increase the production of desired molecules, such as lipids or alcohol, by introducing genes that encode enzymes involved in the biosynthesis of these molecules. Once the cyanobacteria have been modified to produce the desired molecules, they can be cultivated in large-scale bioreactors and harvested for further processing. However, despite the great potential of cyanobacteria-based biofuel production, there are still challenges to be overcome. These include improving the efficiency and scalability of the production process, optimizing the composition of the produced biofuels, and reducing production costs. With continuous research and development, biofuels produced using cyanobacteria can play a significant role in meeting a substantial portion of the high energy demand.",
39624314,Lactobacillus delbrueckii,1584,,,Genome mining approach reveals the CRISPR-Cas systems features and characteristics in ,This study employed a comprehensive genome-mining approach to characterize CRISPR-Cas systems in ,
39624549,Phyllanthus emblica,296036,IL-6,3569,An Experimental Study to Evaluate the Antidepressant Effect of Zileuton and Aqueous Extract of Phyllanthus emblica in Unpredictable Chronic Mild Stress-Induced Depression in Albino Mice.,"Oxidative stress and proinflammatory signaling in the brain have been found to have a significant role in the pathogenesis of depression. Therefore, drugs that reduce oxidative stress and neuroinflammation may be helpful in depression as monotherapy or as an adjunct to conventional antidepressants. Zileuton, a 5-lipoxygenase inhibitor, has been identified as a putative antidepressant in an in vitro study. It was shown to modulate the proinflammatory macrophage response in the brain and, hence, neuroinflammation. Currently, there are no antidepressants that target the inflammatory component of depression. Hence, this would be a desirable addition to our armamentarium against depression, particularly in patients with poor responses to antidepressants. ",
39624593,Coxiella burnetii,777,,,Diagnosis of acute Q fever using targeted next‑generation sequencing: A case report.,"Acute Q fever, caused by ",
39624713,cucumber,3659,,,Soil amendments altered arbuscular mycorrhizal fungal communities in cadmium-contaminated vegetable fields.,"Soil amendments, including various types of fertilizers, are often used to control the uptake of heavy metals such as cadmium in cropping fields. The influence of these amendments on other members of the agroecosystem, such as arbuscular mycorrhizal fungi (AMF), remains less well investigated. Here, we established an experiment with the application of woody peat organic fertilizer and phosphate rock powder to examine its effects on AMF communities in two cadmium-contaminated vegetable crop fields (cucumber and pepper). We found that the application of phosphate rock powder enhanced soil phosphorus content, while the application of woody peat organic fertilizer enhanced soil nitrogen content, but neither influenced AMF abundance. We also found little influence of either amendment on measures of AMF diversity, except in one case where the Shannon index of diversity was lower in pepper fields amended with phosphate rock powder. We did, however, find significant shifts in the community composition and relative abundances of AMF taxa in the two vegetable fields, primarily as a result of shifts in the soil pH and nitrogen content.",
39624722,Prevotella,838,,,Comparative analysis of oral saliva microbiomes and metabolites in Han population at different altitudes.,"This study investigated the differences in oral saliva microbiota composition and metabolic products among Han Chinese populations living at different altitudes, as well as their correlations.",
39625561,cats,9685,,,Feature selectivity and invariance in marsupial primary visual cortex.,"A fundamental question in sensory neuroscience revolves around how neurons represent complex visual stimuli. In mammalian primary visual cortex (V1), neurons decode intricate visual features to identify objects, with most being selective for edge orientation, but with half of those also developing invariance to edge position within their receptive fields. Position invariance allows cells to continue to code an edge even when it moves around. Combining feature selectivity and invariance is integral to successful object recognition. Considering the marsupial-eutherian divergence 160 million years ago, we explored whether feature selectivity and invariance was similar in marsupials and eutherians. We recovered the spatial filters and non-linear processing characteristics of the receptive fields of neurons in wallaby V1 and compared them with previous results from cat cortex. We stimulated the neurons in V1 with white Gaussian noise and analysed responses using the non-linear input model. Wallabies exhibit the same high percentage of orientation selective neurons as cats. However, in wallabies we observed a notably higher prevalence of neurons with three or more filters compared to cats. We show that having three or more filters substantially increases phase invariance in the V1s of both species, but that wallaby V1 accentuates this feature, suggesting that the species condenses more processing into the earliest cortical stage. These findings suggest that evolution has led to more than one solution to the problem of creating complex visual processing strategies. KEY POINTS: Previous studies have shown that the primary visual cortex (V1) in mammals is essential for processing complex visual stimuli, with neurons displaying selectivity for edge orientation and position. This research explores whether the visual processing mechanisms in marsupials, such as wallabies, are similar to those in eutherian mammals (e.g. cats). The study found that wallabies have a higher prevalence of neurons with multiple spatial filters in V1, indicating more complex visual processing. Using a non-linear input model, we demonstrated that neurons with three or more filters increase phase invariance. These findings suggest that marsupials and eutherian mammals have evolved similar strategies for visual processing, but marsupials have condensed more capacity to build phase invariance into the first step in the cortical pathway.",Animals; Primary Visual Cortex; Cats; Neurons; Macropodidae; Marsupialia; Male; Visual Cortex; Photic Stimulation
39625663,Bt,1428,,,"Bacillus thuringiensis Cry5, Cry21, App6 and Xpp55 proteins to control Meloidogyne javanica and M. incognita.","The global imperative to enhance crop protection while preserving the environment has increased interest in the application of biological pesticides. Bacillus thuringiensis (Bt) is a Gram-positive bacterium that can produce nematicidal proteins and accumulate them in parasporal crystals. Root-knot nematodes are obligate root plant parasitic which are distributed worldwide, causing severe damages to the infested plants and, consequently, large yield reductions. In this work, we have evaluated the toxicity of the Bt crystal proteins Cry5, Cry21, App6, and Xpp55 against two root-knot nematodes belonging to the Meloidogyne genus (M. incognita and M. javanica). The results show that all four proteins, when solubilized, were highly toxic for both nematode species. To check the potential of using Bt strains producing nematicidal crystal proteins as biopesticides to control root-knot nematodes in the field, in planta assays were conducted, using two wild Bt strains which produced Cry5 or a combination of App6 and Cry5 proteins. The tests were carried out with cucumber or with tomato plants infested with M. javanica J2, irrigated with spore + cristal mixtures of the respective strains. The results showed that the effectiveness of the nematicidal activity was plant-dependent, as Bt was able to reduce emerged J2 in tomato plants but not in cucumber plants. In addition, the toxicity observed in the in planta assays was much lower than expected, highlighting the difficulty of the proteins supplied as crystals to exert their toxicity. This emphasizes the delivery of the Bt proteins as crucial for its use to control root-knot nematodes. KEY POINTS: • Solubilized Cry5, Cry21, App6 and Xpp55 Bt proteins are toxic to M. javanica. • Cry21 toxicity to M. incognita is similar to that of Cry5, App6, and Xpp55 proteins. • The Cry5 and App6 toxicities on M. javanica after Bt irrigation is crop dependent.","Animals; Tylenchoidea; Bacterial Proteins; Hemolysin Proteins; Bacillus thuringiensis Toxins; Endotoxins; Solanum lycopersicum; Bacillus thuringiensis; Pest Control, Biological; Plant Diseases; Cucumis sativus; Antinematodal Agents; Plant Roots"
39625759,C tetani,1513,,,An Assessment of the Presence of ,Standard emergency medicine practice includes tetanus vaccine administration as part of wound care management for patients who are not fully immunized. Since there have been no available studies in the United States reaffirming the prevalence of ,Dogs; Clostridium tetani; Animals; Feces; Humans; Soil Microbiology; Tetanus; Prevalence; United States
39625876,fungi,4751,,,Environmental fungi target thiol homeostasis to compete with Mycobacterium tuberculosis.,"Mycobacterial species in nature are found in abundance in sphagnum peat bogs where they compete for nutrients with a variety of microorganisms including fungi. We screened a collection of fungi isolated from sphagnum bogs by co-culture with Mycobacterium tuberculosis (Mtb) to look for inducible expression of antitubercular agents and identified 5 fungi that produced cidal antitubercular agents upon exposure to live Mtb. Whole genome sequencing of these fungi followed by fungal RNAseq after Mtb exposure allowed us to identify biosynthetic gene clusters induced by co-culture. Three of these fungi induced expression of patulin, one induced citrinin expression and one induced the production of nidulalin A. The biosynthetic gene clusters for patulin and citrinin have been previously described but the genes involved in nidulalin A production have not been described before. All 3 of these potent electrophiles react with thiols and treatment of Mtb cells with these agents followed by Mtb RNAseq showed that these natural products all induce profound thiol stress suggesting a rapid depletion of mycothiol. The induction of thiol-reactive mycotoxins through 3 different systems in response to exposure to Mtb suggests that fungi have identified this as a highly vulnerable target in a similar microenvironment to that of the caseous human lesion.","Mycobacterium tuberculosis; Homeostasis; Sulfhydryl Compounds; Antitubercular Agents; Fungi; Multigene Family; Citrinin; Gene Expression Regulation, Fungal; Mycotoxins; Coculture Techniques"
39625917,Staphylococcus aureus,1280,,,Free DNA partially clarifies discrepancies between qPCR and the conventional phage quantification method.,"To use phages in a personalized therapy and industrial applications, an accurate quantification is needed. The gold standard method, namely the culture-based double agar overlay (DAO) method, provides an accurate estimate of the number of infectious phages but is laborious and time-intensive. Quantitative polymerase chain reaction (qPCR) can be used as a fast alternative but tends to overestimate the number of infectious phage particles. Here we describe the use of a DNase treatment before quantification of the Staphylococcus aureus phage ISP with qPCR to obtain a more accurate estimate of the number of infectious phage particles. We showed that DNase treatment results in a significant decrease of the concentration when measured with qPCR although for two out of three tested ISP phage stocks, there was still a significant difference with the DAO method. We also showed that the discrepancy between quantification with qPCR and the DAO method is dependent on the storage period of the phage stock, with a larger discrepancy for older stocks. Additionally, we used negative contrast immune electron microscopy to confirm the presence of DNA in the medium of the phage stock and the impact of the DNase treatment on the free DNA.","DNA, Viral; Staphylococcus aureus; Real-Time Polymerase Chain Reaction; Bacteriophages; Deoxyribonucleases; Polymerase Chain Reaction; Staphylococcus Phages"
39625918,hazelnuts,13450,,,Characteristics of wild hazelnut populations in Northeast China and selection of superior provenances.,"China possesses a copious and geographically diverse reservoir of hazel (Corylus spp.) resources, albeit scholarly endeavors focusing on the selection and domestication of indigenous wild hazelnut strains remain scant. To develop and utilize high-quality wild hazelnut resources, this study selected eight populations of wild hazelnuts from seven different provenances in Heilongjiang Province, China. Natural hybrid seeds of eight populations were sown in the Chohai Forest Farm in Longjiang County, Heilongjiang Province, in 2018. In April 2020, two-year-old seedlings were used to establish a provenance trial forest, thereby initiating the provenance trial. Growth parameters were measured using electronic calipers, and pollen characteristics were observed under an electron microscope. The trials meticulously explored the trees' flowering biology, growth parameters, and the economic attributes of the produced nuts. Principal component analysis was employed to comprehensively assess differences among the wild hazelnut populations from various provenances, aiming to identify superior wild hazelnut provenances. The results unveiled significant geographical variations among the tested provenances across several facets: the flowering period of male blossoms extended from April 2nd to April 19th, while female flowering occurred within the timeframe of April 2nd to April 22nd. Moreover, pollen grain morphology demonstrated variability, with the polar axis ranging from 14.02 to 17.09 micrometers, the equatorial axis spanning 16.02 to 18.75 micrometers, and the ratio of polar to equatorial axes fluctuating between 0.88 and 0.92. Through correlation analyses, nut length emerged as a pivotal determinant significantly influencing both kernel weight and the hundred-grain weight. A principal component analysis (PCA) further consolidated these findings, selecting the Nehe-originated variegated Corylus heterophylla as the superior provenance based on a comprehensive evaluation of its combined traits. This study constitutes a seminal contribution to the hazelnut breeding endeavor in China, establishing a robust foundation for informed cultivation strategies geared towards optimizing both the yield and the quality of hazelnut resources, thereby advancing the understanding and exploitation of China's wild hazelnut biodiversity.",Corylus; China; Seeds; Pollen; Nuts; Flowers
39625973,bacteria,629395,,,Navigated range expansion promotes migratory culling.,"Motile organisms can expand into new territories and increase their fitness, while nonmotile viruses usually depend on host migration to spread across long distances. In general, faster host motility facilitates virus transmission. However, recent ecological studies have also shown that animal host migration can reduce viral prevalence by removing infected individuals from the migratory group. Here, we use a bacteria-bacteriophage copropagation system to investigate how host motility affects viral spread during range expansion. We find that phage spread during chemotaxis-driven navigated range expansion decreases as bacterial migration speed increases. Theoretical and experimental analyses show that the navigated migration leads to a spatial sorting of infected and uninfected hosts in the copropagating front of bacteria-bacteriophage, with implications for the number of cells left behind. The preferential loss of infected cells in the copropagating front inhibits viral spread. Further increase in host migration speed leads to a phase transition that eliminates the phage completely. These results illustrate that navigated range expansion of the host can promote the migratory culling of infectious diseases in the migration group.","Bacteriophages; Animals; Chemotaxis; Animal Migration; Models, Biological"
39626007,Massilia timonae,47229,,,A case of Massilia timonae identified during time-lapse ART cycles in a pre-implantation embryo.,"This article reports a case of Massilia timonae, an understudied Gram-negative rod, in the culture media of an embryo produced by intracytoplasmic sperm injection into the oocyte cytoplasm. Cultivation was monitored with a time-lapse technology. Microbial contamination can cause embryo developmental arrest.","Adult; Female; Humans; Pregnancy; Blastocyst; Embryo Culture Techniques; Sperm Injections, Intracytoplasmic; Time-Lapse Imaging; Oxalobacteraceae"
39615251,Kingella kingae,504,,,Rare case of postpartum septic arthritis of the shoulder caused by multi-drug resistant Kingella kingae: A case report.,"Septic arthritis is a severe joint infection that can cause permanent damage if not promptly treated. Although the shoulder is an uncommon site for this condition, Kingella kingae, typically associated with pediatric infections, can occasionally be a causative agent. Postpartum septic arthritis is rare, making this case particularly unique.",
39616384,hepatitis B virus,10407,,,Advanced siRNA delivery in combating hepatitis B virus: mechanistic insights and recent updates.,"Hepatitis B virus (HBV) infection is a major health problem, causing thousands of deaths each year worldwide. Although current medications can often inhibit viral replication and reduce the risk of liver carcinoma, several obstacles still hinder their effectiveness. These include viral resistance, prolonged treatment duration, and low efficacy in clearing viral antigens. To address these challenges in current HBV treatment, numerous approaches have been developed with remarkable success. Among these strategies, small-interfering RNA (siRNA) stands out as one of the most promising therapies for hepatitis B. However, naked siRNAs are vulnerable to enzymatic digestion, easily eliminated by renal filtration, and unable to cross the cell membrane due to their large, anionic structure. Therefore, effective delivery systems are required to protect siRNAs and maintain their functionality. In this review, we have discussed the promises of siRNA therapy in treating HBV, milestones in their delivery systems, and products that have entered clinical trials. Finally, we have outlined the future perspectives of siRNA-based therapy for HBV treatment.","RNA, Small Interfering; Humans; Hepatitis B virus; Hepatitis B; Animals; Drug Delivery Systems; Virus Replication; Gene Transfer Techniques; Genetic Therapy; Antiviral Agents"
39617890,jujube,326968,,,Identification of ANS gene regulating fruit color in jujube (Ziziphus jujuba Mill. cv. Lingwuchangzao) and analysis of its expression under elevated temperature and drought stress.,"The anthocyanin synthase (ANS) gene is pivotal in plant anthocyanin biosynthesis, significantly influencing fruit coloration. Despite extensive on various studies, there remains a notable absence of research on the regulatory functions of the ANS gene in the 'Lingwuchangzao' variety under elevated temperature and drought stress.","Ziziphus; Droughts; Fruit; Plant Proteins; Gene Expression Regulation, Plant; Anthocyanins; Phylogeny; Stress, Physiological; Pigmentation; Genes, Plant; Temperature; Hot Temperature"
39618591,Mycobacterium,55883,,,A Subtle Adversary: Mycobacterium avium-intracellulare Infection of the Surgical Site Years After Bilateral Lung Transplantation.,,
39618774,HTLV-1,11908,,,Acute Respiratory Failure Due to Mucous Plug in a Patient With Tropical Spastic Paraparesis.,"Tropical spastic paraparesis (TSP) or human T-lymphotropic virus type 1 (HTLV-1) myelopathy is a chronic inflammatory disease of the spinal cord caused by HTLV-1. It usually presents as a disease of the lower extremities, characterized by paralysis and sensory loss. HTLV-1 is common. However, only a small fraction of those infected actually experience clinical symptoms. Respiratory complications are rare; this case discusses an uncommon presentation of acute respiratory failure in a patient with TSP. A bedridden 73-year-old female with HTLV-1-associated TSP, presenting with progressive deterioration of motor and sensory functions in the lower limbs for 10 years, was admitted with sepsis due to recurrent urinary tract infection. On admission, she had hypotension with leukocytosis. She had initial stabilization but showed hypoxia and hypotension on day 5 with a chest X-ray showing total left lung collapse due to an obstructive mucous plug. She has been given hypertonic saline nebulizers and chest physiotherapy, following which there was a partial recovery; however, she then suffered a cardiac arrest that was followed by a tracheostomy for airway protection. In this case, the potential respiratory risk factors associated with TSP, such as failure to clear secretions properly, are underlined. Further research is needed with respect to respiratory muscle involvement in TSP patients and proactive airway management strategies. The tracheostomy intervention performed here only proves the need for addressing respiratory complications in this vulnerable population.",
39618850,Bacteroides thetaiotaomicron,818,,,Gut Commensal ,"Coronary thrombosis events continue to be the leading cause of morbidity and mortality worldwide. Recently, emerging evidence has highlighted the role of gut microbiota in cardiovascular disease, but few studies have systematically investigated the gut microbiota variation associated with atherothrombosis.",
39619089,cat,9685,,,Transendoscopic laser ablation of an esophageal plasma cell tumor in a cat.,"A 15-year-old male castrated domestic shorthair cat was presented for acute lethargy, vomiting and hyporexia. Abdominal and thoracic radiographs revealed a caudal thoracic/esophageal soft tissue opacity with concern for an esophageal mass or an esophageal foreign body. Esophagoscopy confirmed the presence of a large, irregular, mid-esophageal mass. Laser ablation using esophagoscopy was utilized to debulk the mass. Approximately 80% of the mass was removed without complication and an esophagostomy feeding tube was placed. The cat was discharged the same day of the procedure. Histopathology and immunohistochemistry staining were consistent with a plasma cell tumor. Recheck esophagoscopy 2 weeks after the procedure revealed no evidence of regrowth and resolved clinical signs in the patient.",
39619289,Coccinella,41138,COI,4512,The review of the genus ,The genus ,
39619369,Candida,1535326,,,Clinical Features of ,Catheter-related persistent ,
39619407,tobacco,4097,,,Prevalence and determinants of hypertension in a semi-urban population: a cross-sectional study in Dschang (West Region of Cameroon).,"hypertension is a major public health problem worldwide, associated with considerable morbidity and mortality. Although the national prevalence of hypertension is well established, its prevalence in semi-urban areas is poorly known. This study aimed to establish the prevalence and determinants of hypertension in a semi-urban area.",Humans; Cross-Sectional Studies; Hypertension; Male; Female; Middle Aged; Prevalence; Adult; Cameroon; Risk Factors; Aged; Surveys and Questionnaires; Young Adult; Age Factors; Urban Population; Blood Pressure; Alcohol Drinking; Adolescent
39619416,Plasmodium,5850,,,A virus associated with the zoonotic pathogen ,The Apicomplexa are a phylum of single-celled eukaryotes that can infect humans and include the mosquito-borne parasite ,
39619432,Candida albicans,5476,,,The putative error prone polymerase ,"Antimicrobial-induced DNA damage, and subsequent repair via upregulation of DNA repair factors, including error-prone translesion polymerases, can lead to the increased accumulation of mutations in the microbial genome, and ultimately increased risk of acquired mutations associated with antimicrobial resistance. While this phenotype is well described in bacterial species, it is less thoroughly investigated amongst microbial fungi. Here, we monitor DNA damage induced by antifungal agents in the fungal pathogen ",
39619529,carpet grass,158091,,,Carpet Grass Polyphenol Reductive Degradation of Aqueous Nitrate-A Conceptual Field Application Study.,"Rainwater flowing along the ground, and from hard surface such as pavement and roofs, becomes surface water runoff, which flows to surface waters, and infiltrates into the ground to become groundwater. Surface water runoff can contain elevated levels of nitrates (NO",
39619991,Pseudomonas,306,,,Analysis of the association between microbiota and flavor formation during Zizhong Dongjian fermentation process.,"Zizhong Dongjian (ZZDJ) is one of the most famous and popular fermented vegetables in China. The aim of this study was to explore the microbial communities and volatile flavor compounds of ZZDJ during different fermentation periods, as well as to reveal the potential correlation between microbiota and flavor. A total of 84 volatile flavor compounds were detected in 0-year to 3-year ZZDJ samples. Hydrocarbons were the most abundant flavor compounds in 0-year and 1-year samples, while esters became the predominant flavor components in 2-year and 3-year samples. Furthermore, ",
39620009,strawberry,3747,,,"Drying Strawberry Slices: A Comparative Study of Electrohydrodynamic, Hot Air, and Electrohydrodynamic-Hot Air Techniques.","The investigation encompassed an examination of the drying durations, modeling, and quality attributes (color, rehydration capacity, microstructural features, total soluble solid [TSS], and pH values) of strawberry slices subjected to diverse drying methodologies, namely electrohydrodynamic (EHD), EHD-hot air, and hot air processes. Furthermore, 10 distinct thin-layer drying models were applied, and their goodness-of-fit was assessed to identify the most suitable model for the drying process. This analysis encompassed applying two distinct temperatures (50°C and 55°C), and voltage levels (20 and 30 kV). The EHD method yielded the lengthiest drying durations for the strawberry samples, with hot air and EHD-hot air drying techniques subsequent in descending order of drying time. The outcomes of the modeling analyses demonstrated that the thin-layer drying behaviors of used drying methods were best described by the Midilli et al. and Wang and Singh models in terms of their goodness-of-fit. A decline in the ",
39620019,L. acidophilus,1579,,,Evaluation of MENAQUINONE-7 and fat-soluble vitamin production by starter cultures during fermentation in dairy products using RPLC method.,"Vitamin K2, also known as menaquinone, has become a significant research focus, particularly in fermented products. This study aims to investigate the content of menaquinone-7 (MK-7), an essential form of vitamin K, and other fat-soluble vitamins (A, D, E) during the fermentation of various fermented milk products. The vitamin contents of six fermented milk products were analyzed: two yogurt samples (produced with commercial starter and probiotic starter), two kefir samples (produced with commercial starter and kefir grain), and milk fermented with ",
39620098,Bacillus subtilis,1423,,,Gamma radiation-induced enhancement of biocontrol agents for plant disease management.,Gamma radiation-induced mutations in microorganisms can enhance their properties for the biological control of plant diseases. Mutant strains of ,
39620226,Bacillus,55087,CD38,952,Role of CD38 in mediating the effect of Bacillus on acute pancreatitis: a study of mediated Mendelian randomization.,"Some studies suggest a potential link between intestinal flora and acute pancreatitis (AP). However, the causal relationships between specific intestinal flora and AP, and the possible mediating role of immune cell traits, remain unclear.","Humans; Mendelian Randomization Analysis; Pancreatitis; Genome-Wide Association Study; Gastrointestinal Microbiome; ADP-ribosyl Cyclase 1; Bacillus; Genetic Predisposition to Disease; Polymorphism, Single Nucleotide; Membrane Glycoproteins"
39620402,cats,9685,,,Reporting and interpreting statistical results in veterinary medicine: Calling for change.,"Understanding and correctly interpreting statistical results presented in scientific articles is a required skill for practicing evidence-based veterinary medicine. A prerequisite for doing so is the adequate reporting of the results in scientific journals. However, most authors of veterinary publications determine the importance of their findings based on statistical significance (ie, P < .05), indicating that neither the limitations of using P values for inference nor the existence of more appropriate alternatives are widely appreciated in veterinary medicine. This deficiency in knowledge indicates a need to increase awareness in veterinary medicine regarding reporting statistical measures that quantify the magnitude of an effect along with its level of uncertainty, and then interpreting these results for clinical decision making. We utilize a hypothetical randomized controlled trial of dietary management in cats with chronic kidney disease to discuss some common misconceptions about P values and provide practical suggestions for alternatives. Reporting appropriate effect estimates along with their confidence intervals will allow veterinarians to easily and correctly determine whether the magnitude of the effect of interest meets clinical needs while acknowledging uncertainty in the results. We also describe confidence interval functions and show their utility as visual tools in aiding interpretation of confidence intervals. By providing practical guidance, we show that a change in reporting and interpreting statistical results is feasible and necessary. We hope this crucial step will promote clinical decision making based on effect estimates and confidence intervals.","Animals; Veterinary Medicine; Data Interpretation, Statistical; Cats; Renal Insufficiency, Chronic; Cat Diseases"
39620500,cyanobacteria,1117,Sec61,29927,Progress in the discovery and development of anticancer agents from marine cyanobacteria.,"Covering 2010-April 2024There have been tremendous new discoveries and developments since 2010 in anticancer research based on marine cyanobacteria. Marine cyanobacteria are prolific sources of anticancer natural products, including the tubulin agents dolastatins 10 and 15 which were originally isolated from a mollusk that feeds on cyanobacteria. Decades of research have culminated in the approval of six antibody-drug conjugates (ADCs) and many ongoing clinical trials. Antibody conjugation has been enabling for several natural products, particularly cyanobacterial cytotoxins. Targeting tubulin dynamics has been a major strategy, leading to the discovery of the gatorbulin scaffold, acting on a new pharmacological site. Cyanobacterial compounds with different mechanisms of action (MOA), targeting novel or validated targets in a range of organelles, also show promise as anticancer agents. Important advances include the development of compounds with novel MOA, including apratoxin and coibamide A analogues, modulating cotranslational translocation at the level of Sec61 in the endoplasmic reticulum, largazole and santacruzamate A targeting class I histone deacetylases, and proteasome inhibitors based on carmaphycins, resembling the approved drug carfilzomib. The pipeline extends with SERCA inhibitors, mitochondrial cytotoxins and membrane-targeting agents, which have not yet advanced clinically since the biology is less understood and selectivity concerns remain to be addressed. In addition, efforts have also focused on the identification of chemosensitizing and antimetastatic agents. The review covers the state of current knowledge of marine cyanobacteria as anticancer agents with a focus on the mechanism, target identification and potential for drug development. We highlight the importance of solving the supply problem through chemical synthesis as well as illuminating the biological activity and in-depth mechanistic studies to increase the value of cyanobacterial natural products to catalyze their development.",Cyanobacteria; Antineoplastic Agents; Humans; Biological Products; Drug Discovery; Aquatic Organisms; Molecular Structure; Animals; Depsipeptides
39621904,AMB-1,342108,,,Magnetochrome-catalyzed oxidation of ferrous iron by MamP enables magnetite crystal growth in the magnetotactic bacterium AMB-1.,Magnetotactic bacteria have evolved the remarkable capacity to biomineralize chains of magnetite [Fe(II)Fe(III),Oxidation-Reduction; Magnetospirillum; Ferrosoferric Oxide; Bacterial Proteins; Iron; Magnetosomes; Cytochromes; Crystallization; Ferrous Compounds
39622841,Bacillus subtilis,1423,,,An autonomous microbial sensor enables long-term detection of TNT explosive in natural soil.,"Microbes can be engineered to sense target chemicals for environmental and geospatial detection. However, when engineered microbes operate in real-world environments, it remains unclear how competition with natural microbes affect their performance over long time periods. Here, we engineer sensors and memory-storing genetic circuits inside the soil bacterium Bacillus subtilis to sense the TNT explosive and maintain a long-term response, using predictive models to design riboswitch sensors, tune transcription rates, and improve the genetic circuit's dynamic range. We characterize the autonomous microbial sensor's ability to detect TNT in a natural soil system, measuring single-cell and population-level behavior over a 28-day period. The autonomous microbial sensor activates its response by 14-fold when exposed to low TNT concentrations and maintains stable activation for over 21 days, exhibiting exponential decay dynamics at the population-level with a half-life of about 5 days. Overall, we show that autonomous microbial sensors can carry out long-term detection of an important chemical in natural soil with competitive growth dynamics serving as additional biocontainment.",Bacillus subtilis; Trinitrotoluene; Soil Microbiology; Biosensing Techniques; Soil Pollutants; Explosive Agents; Riboswitch; Soil; Gene Regulatory Networks
39622850,Zanthoxylum nitidum,354528,,,A high-quality chromosome-level genome assembly of the traditional Chinese medicinal herb Zanthoxylum nitidum.,"Dried roots of Zanthoxylum nitidum (2n=2x=70, family Rutaceae) was referred as ""Liang-Mian-Zhen"" in Chinese, acting as a valuable species due to its notable pharmacological activities. Herein, we combined PacBio HiFi data together with Hi-C mapping technology to construct a chromosome-scale reference genome assembly for Z. nitidum. The assembly reached a length of 2.24 Gb, successfully anchoring 99.31% of sequences onto 35 pseudo-chromosomes. Among these, 26 chromosomes achieved telomere-to-telomere assembly, and 11 chromosomes were gap-free. The contigs N50 and scaffolds N50 reached 57.61 Mb and 78.00 Mb, respectively. Transposable elements comprised 81.44% of the Z. nitidum genome, and over 78% of them were long-terminal repeat retrotransposon elements. Furthermore, 32,737 protein-coding genes were identified and 99.38% of all were functionally annotated. The completeness of the genome assembly and final gene sets reached 97.83% and 96.47% based on Benchmarking Universal Single-Copy Orthologs (BUSCO), respectively. Taken together, our results provided a high-quality chromosome-level assembly of Z. nitidum genome and will be a valuable resource that will facilitate breeding varieties with higher alkaloids content.","Zanthoxylum; Genome, Plant; Chromosomes, Plant; Plants, Medicinal"
